馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,dirt,好,1200,114,25/10/2023,09,建測羣英,7,11,12,45.74,46.78,-0.07,24.14,2.04,70.92,1.97,10 12 9,紅運大師,顏色王子,日日獎,周俊樂,麥文堅,4,124,124
HV,grass,好,1650,191,22/11/2023,01,建測羣英,7,11,2,77.29,77.45,1.6,23.9,-0.35,101.35,1.25,1 3 3 1,建測羣英,鋒芒勁露,紅海勁,陳嘉熙,麥文堅,4,121,124
HV,grass,好,1800,244,13/12/2023,01,建測羣英,7,11,10,86.13,86.37,1.07,24.09,-0.26,110.46,0.81,2 3 4 3 1,建測羣英,但求快活,龍船快,周俊樂,麥文堅,4,127,124
HV,grass,好,1650,327,10/01/2024,03,建測羣英,7,11,3,76.59,77.19,1.34,23.75,-0.5,100.94,0.84,5 6 6 3,赤兔猴王,華卓晴,建測羣英,周俊樂,麥文堅,4,133,124
ST,dirt,好,1800,361,24/01/2024,09,建測羣英,7,11,11,85.37,85.45,0.55,25.29,1.64,110.74,2.19,2 2 3 2 9,世澤歆星,逐步贏,大道至正,鍾易禮,麥文堅,4,129,124
HV,grass,好,1650,459,28/02/2024,01,建測羣英,7,11,2,77.69,77.89,2.04,24.08,-0.17,101.97,1.87,3 3 4 1,建測羣英,紅海勁,美麗歡聲,周俊樂,麥文堅,4,132,124
HV,grass,好,1650,520,20/03/2024,01,建測羣英,7,11,6,78.07,78.47,2.82,22.84,-1.41,101.31,1.41,4 4 4 1,建測羣英,開心勇駒,博望坡,周俊樂,麥文堅,3,121,124
HV,grass,好,1650,597,17/04/2024,06,建測羣英,7,11,12,77.42,77.9,2.25,23.45,-0.8,101.35,1.45,8 9 6 6,飛漲,赤兔猴王,跑得好快,周俊樂,麥文堅,3,127,124
ST,dirt,好,1650,657,11/05/2024,08,建測羣英,7,11,5,75.29,75.81,0.96,23.85,0.1,99.66,1.06,6 6 5 8,大紅袍,木火兄弟,柏林探戈,希威森,麥文堅,3,126,124
ST,grass,好,2000,696,26/05/2024,04,建測羣英,7,11,7,98.3,98.3,-0.05,23.66,0.11,121.96,0.06,6 2 2 2 4,非惟僥倖,十八掌門,包裝旋風,周俊樂,麥文堅,3,121,124
ST,grass,好,1800,739,08/06/2024,03,建測羣英,7,11,1,83.79,84.07,0.57,23.43,-0.57,107.5,0.0,4 3 4 4 3,桃花開,陽明天空,建測羣英,田泰安,麥文堅,3,126,124
HV,grass,好/快,1800,820,10/07/2024,07,建測羣英,7,11,6,84.9,85.74,0.74,23.57,-0.88,109.31,-0.14,12 12 12 9 7,港林福將,浪漫老撾,博望坡,周俊樂,麥文堅,3,125,124
HV,grass,好,1650,017,11/09/2024,02,建測羣英,7,11,4,75.89,76.09,0.44,25.05,0.8,101.14,1.24,3 3 3 2,喜蓮勇略,建測羣英,我做到,田泰安,麥文堅,3,128,124
HV,grass,好,1650,051,25/09/2024,06,建測羣英,7,11,9,76.17,76.45,0.8,23.57,-0.68,100.02,0.12,3 2 4 6,大千氣象,我做到,爭金奪冠,潘頓,麥文堅,3,130,124
HV,grass,好,1650,145,30/10/2024,10,建測羣英,7,11,6,75.75,76.19,0.54,28.24,3.99,104.43,4.53,3 4 4 10,大千眼界,太陽勇士,勁好運,田泰安,麥文堅,3,130,124
HV,grass,好,1800,220,27/11/2024,02,建測羣英,7,11,3,85.35,85.55,0.55,23.83,-0.62,109.38,-0.07,3 3 3 3 2,黑桃火箭,建測羣英,整蠱專家,周俊樂,麥文堅,3,129,124
HV,grass,好,1650,237,04/12/2024,05,建測羣英,7,11,12,76.98,76.98,1.33,23.73,-0.52,100.71,0.81,2 2 2 5,太陽勇士,豐盛,唯美主義,金美琪,麥文堅,3,131,124
HV,grass,好,1800,336,08/01/2025,07,建測羣英,7,11,6,85.67,85.87,0.87,24.17,-0.28,110.04,0.59,2 3 3 3 7,勁速威龍,加州動員,錶之量子,周俊樂,麥文堅,3,129,124
ST,grass,好/快,2000,365,19/01/2025,10,建測羣英,7,11,13,97.47,97.47,-0.83,24.49,1.09,121.96,0.26,1 1 1 1 10,優才,又龍串鳳,桃花開,希威森,麥文堅,2,117,124
HV,grass,好,1800,443,19/02/2025,05,建測羣英,7,11,3,84.09,84.33,-0.67,24.26,-0.19,108.59,-0.86,3 3 3 3 5,快路,盈益善,久久為尊,杜苑欣,麥文堅,3,122,124
HV,grass,好,1650,478,05/03/2025,04,建測羣英,7,11,4,75.98,76.46,0.81,23.39,-0.86,99.85,-0.05,5 5 5 4,星價,獨角獸,唯美主義,希威森,麥文堅,3,129,124
HV,grass,好/快,1650,521,19/03/2025,09,建測羣英,7,11,7,75.12,75.52,-0.13,24.26,0.01,99.78,-0.12,3 4 5 9,獨角獸,紅海勁,星價,黃智弘,麥文堅,3,119,124
HV,grass,好,1650,657,07/05/2025,06,建測羣英,7,11,5,75.23,75.59,-0.06,24.08,-0.17,99.67,-0.23,4 4 4 6,瑪瑙,勝意,智勇名駒,田泰安,麥文堅,3,122,124
HV,grass,好/快,1800,676,14/05/2025,03,建測羣英,7,11,10,85.81,85.81,0.81,23.63,-0.82,109.44,-0.01,1 2 2 1 3,包裝創新,星價,建測羣英,希威森,麥文堅,3,122,124
HV,grass,好/快,1650,714,28/05/2025,04,建測羣英,7,11,6,74.8,75.08,-0.57,24.01,-0.24,99.09,-0.81,6 5 5 4,銀進,爆得美麗,唯美主義,希威森,麥文堅,3,120,124
HV,grass,好/快,1650,754,11/06/2025,03,建測羣英,7,11,1,76.39,76.55,0.9,23.48,-0.77,100.03,0.13,3 3 4 3,時時精準,盈妍威楓,建測羣英,希威森,麥文堅,3,123,124
HV,grass,好/快,1650,845,16/07/2025,05,建測羣英,7,11,11,74.19,74.31,-1.34,24.34,0.09,98.65,-1.25,5 4 2 5,智勇名駒,盈好威楓,大學生,周俊樂,麥文堅,3,121,124
HV,grass,好,1650,015,10/09/2025,11,建測羣英,7,11,8,75.39,76.07,0.42,24.56,0.31,100.63,0.73,9 8 8 11,龍文鞭影,智勇名駒,我做到,田泰安,麥文堅,3,117,124
HV,grass,好/快,1800,031,17/09/2025,09,建測羣英,7,11,11,84.22,84.3,-1.0,25.15,0.8,109.45,-0.2,2 2 2 2 9,年年友福,奮鬥心,獎星,布文,麥文堅,4,135,124
