馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好/快,1200,053,27/09/2023,05,水晶酒杯,10,5,2,48.04,48.24,48.24,22.65,-47.25,70.89,0.99,3 3 5,幸運旅程,遨遊天下,國士無雙,何澤堯,班德禮,4,135,115
ST,grass,好,1000,282,26/12/2023,02,水晶酒杯,10,5,13,33.9,33.9,33.9,22.94,-33.71,56.84,0.19,1 1 2,中環精英,水晶酒杯,健康快車,何澤堯,班德禮,4,135,115
ST,grass,好,1000,393,04/02/2024,01,水晶酒杯,10,5,12,33.73,34.01,34.01,22.81,-33.64,56.82,0.37,3 4 1,水晶酒杯,星際快車,球星,鍾易禮,班德禮,3,111,115
ST,dirt,好,1200,433,18/02/2024,08,水晶酒杯,10,5,8,45.82,46.22,46.22,23.42,-45.13,69.64,1.09,5 7 8,凱旋時光,好拍檔,泉龍駒,周俊樂,班德禮,3,124,115
ST,grass,好,1000,491,10/03/2024,01,水晶酒杯,10,5,14,33.5,33.58,33.58,23.12,-33.33,56.7,0.25,3 2 1,水晶酒杯,占士德,星際快車,艾兆禮,班德禮,3,122,115
ST,grass,好/快,1000,581,14/04/2024,01,水晶酒杯,10,5,10,32.91,33.27,33.27,22.26,-34.19,55.53,-0.92,3 2 1,水晶酒杯,星際快車,不可擋,何澤堯,班德禮,3,131,115
ST,grass,好/快,1000,658,11/05/2024,02,水晶酒杯,10,5,10,33.51,33.51,33.51,22.31,-34.14,55.82,-0.63,1 1 2,嘉應獎昇,水晶酒杯,怡心聲,何澤堯,班德禮,3,135,115
ST,grass,好,1000,734,08/06/2024,02,水晶酒杯,10,5,1,33.95,33.95,33.95,22.76,-33.69,56.71,0.26,1 1 2,嘉應獎昇,水晶酒杯,萬里飛至,黃智弘,班德禮,3,127,115
HV,grass,好,1000,794,04/07/2024,06,水晶酒杯,10,5,5,33.42,34.02,34.02,23.38,-33.02,57.4,1.0,4 6 6,電氣騎士,狀元及第,美麗第一,鍾易禮,班德禮,2,115,115
ST,grass,好/黏,1200,003,08/09/2024,10,水晶酒杯,10,5,8,46.01,46.53,46.53,24.02,-44.43,70.55,2.1,6 7 10,嘉應高昇,美麗第一,八駿巨昇,楊明綸,班德禮,1,115,115
ST,grass,好/快,1000,071,01/10/2024,08,水晶酒杯,10,5,8,33.81,34.21,34.21,22.85,-33.05,57.06,1.16,6 8 8,美麗第一,魔術控制,狀元及第,鍾易禮,班德禮,0,115,115
ST,grass,好,1000,225,01/12/2024,10,水晶酒杯,10,5,8,33.79,34.19,34.19,23.09,-33.36,57.28,0.83,7 6 10,添開心,星際快車,連連有盈,黃智弘,班德禮,3,128,115
ST,grass,好,1000,265,15/12/2024,08,水晶酒杯,10,5,4,33.84,34.28,34.28,23.03,-33.02,57.31,1.26,7 7 8,星際快車,我為您,占士德,艾兆禮,班德禮,2,125,115
ST,grass,好,1000,323,05/01/2025,01,水晶酒杯,10,5,14,34.05,34.05,34.05,22.27,-34.18,56.32,-0.13,3 2 1,水晶酒杯,紅逸舍,金運來,貝知仁,班德禮,3,135,115
ST,grass,好,1200,383,26/01/2025,02,水晶酒杯,10,5,6,45.45,45.45,45.45,23.92,-44.73,69.37,0.72,1 1 2,華麗再勝,水晶酒杯,同祥和順,貝知仁,班德禮,2,124,115
ST,grass,好/快,1000,062,01/10/2025,08,水晶酒杯,10,5,4,33.34,33.34,33.34,23.78,-32.12,57.12,1.22,3 1 8,舉步生風,精算暴雪,魔術控制,黃智弘,班德禮,0,115,115
ST,grass,好,1200,093,12/10/2025,03,水晶酒杯,10,5,10,45.02,45.02,45.02,23.49,-45.16,68.51,-0.14,1 1 3,好友心得,愛馬善,水晶酒杯,董明朗,班德禮,2,126,115
ST,grass,好,1000,224,30/11/2025,03,水晶酒杯,10,5,9,33.73,33.89,33.89,22.83,-33.22,56.72,0.67,2 2 3,顏色之皇,翠紅,水晶酒杯,董明朗,班德禮,2,117,115
ST,grass,好,1000,321,04/01/2026,10,水晶酒杯,10,5,8,33.54,33.78,33.78,23.49,-32.41,57.27,1.37,2 2 10,星際快車,顏色之皇,賢者無敵,楊明綸,班德禮,0,115,115
